o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
82876,116126,P,2281.16,1995-07-23,4-NOT SPECIFIED,Clerk#000000677,0,Standard order
82877,7627,O,526.91,1992-03-28,1-URGENT,Clerk#000000017,0,Check address
82878,64138,O,9928.33,1993-09-09,3-MEDIUM,Clerk#000000543,0,Quick fox
82879,136152,P,10451.86,1997-08-19,1-URGENT,Clerk#000000447,0,Lorem ipsum
82880,27127,P,49337.53,1993-12-16,4-NOT SPECIFIED,Clerk#000000544,0,Quick fox
82881,22879,O,12860.73,1995-10-27,2-HIGH,Clerk#000000407,0,Standard order
82882,125451,F,31195.21,1992-01-31,4-NOT SPECIFIED,Clerk#000000854,0,Deliver ASAP
82883,24239,O,23110.2,1992-04-29,3-MEDIUM,Clerk#000000140,0,Check address
82884,74085,F,43342.39,1997-05-02,4-NOT SPECIFIED,Clerk#000000287,0,Deliver ASAP
82885,114341,F,2477.46,1995-03-07,3-MEDIUM,Clerk#000000848,0,Check address
82886,31369,O,742.02,1996-05-27,1-URGENT,Clerk#000000885,0,Quick fox
82887,52219,O,6996.43,1997-06-06,2-HIGH,Clerk#000000723,0,Deliver ASAP
82888,42481,F,34674.39,1994-12-15,3-MEDIUM,Clerk#000000554,0,Deliver ASAP
82889,60660,P,33042.41,1998-02-13,3-MEDIUM,Clerk#000000057,0,Lazy dog
82890,87452,O,367.39,1993-12-01,2-HIGH,Clerk#000000459,0,Check address
82891,16948,F,7496.4,1992-05-02,2-HIGH,Clerk#000000104,0,Lazy dog
82892,52413,F,30130.72,1995-01-07,1-URGENT,Clerk#000000426,0,Lorem ipsum
82893,135064,P,10645.08,1994-04-20,2-HIGH,Clerk#000000815,0,Standard order
82894,120997,F,32701.36,1994-07-04,2-HIGH,Clerk#000000929,0,Deliver ASAP
82895,74255,O,30170.83,1992-02-22,4-NOT SPECIFIED,Clerk#000000563,0,Quick fox
82896,96618,P,44187.73,1994-05-16,2-HIGH,Clerk#000000384,0,Lorem ipsum
82897,139941,P,17825.99,1996-07-19,2-HIGH,Clerk#000000424,0,Standard order
82898,57537,P,33480.18,1995-05-19,3-MEDIUM,Clerk#000000701,0,Check address
82899,142392,O,21733.68,1994-10-30,1-URGENT,Clerk#000000791,0,Check address
82900,139550,O,43981.76,1994-07-20,4-NOT SPECIFIED,Clerk#000000283,0,Standard order
82901,25844,F,22505.07,1992-05-24,4-NOT SPECIFIED,Clerk#000000859,0,Standard order
82902,89152,P,37073.24,1992-11-26,2-HIGH,Clerk#000000757,0,Check address
82903,107796,O,17241.23,1997-11-18,1-URGENT,Clerk#000000008,0,Standard order
82904,66659,O,42066.88,1996-09-09,4-NOT SPECIFIED,Clerk#000000853,0,Lazy dog
82905,85502,F,42086.69,1995-01-03,3-MEDIUM,Clerk#000000875,0,Quick fox
82906,128283,O,4813.08,1998-10-15,2-HIGH,Clerk#000000547,0,Lorem ipsum
82907,138096,O,10384.67,1993-07-09,4-NOT SPECIFIED,Clerk#000000866,0,Standard order
82908,67693,F,27133.5,1996-08-02,4-NOT SPECIFIED,Clerk#000000843,0,Lazy dog
82909,58409,P,32252.47,1998-10-13,3-MEDIUM,Clerk#000000795,0,Standard order
82910,43059,P,26655.25,1993-01-09,2-HIGH,Clerk#000000346,0,Lorem ipsum
82911,75105,P,1784.97,1992-02-14,1-URGENT,Clerk#000000805,0,Lazy dog
82912,43088,P,3881.88,1994-08-29,1-URGENT,Clerk#000000553,0,Standard order
82913,112157,P,30553.81,1997-10-08,2-HIGH,Clerk#000000296,0,Lorem ipsum
82914,116027,F,22660.12,1992-10-30,3-MEDIUM,Clerk#000000724,0,Lorem ipsum
82915,113823,P,19962.08,1994-03-26,4-NOT SPECIFIED,Clerk#000000383,0,Lazy dog
82916,117385,O,7103.5,1992-07-16,4-NOT SPECIFIED,Clerk#000000289,0,Quick fox
82917,82374,F,2551.22,1992-08-08,2-HIGH,Clerk#000000858,0,Deliver ASAP
82918,73818,F,3872.32,1996-10-16,3-MEDIUM,Clerk#000000522,0,Check address
82919,35272,O,11615.68,1996-12-01,1-URGENT,Clerk#000000685,0,Lazy dog
82920,1163,P,13033.21,1992-07-06,3-MEDIUM,Clerk#000000586,0,Lazy dog
82921,149380,O,9178.19,1996-11-07,1-URGENT,Clerk#000000409,0,Standard order
82922,1789,O,11319.35,1998-03-19,3-MEDIUM,Clerk#000000813,0,Check address
82923,56340,P,27900.48,1996-05-14,2-HIGH,Clerk#000000336,0,Deliver ASAP
82924,136965,F,25611.93,1995-09-02,3-MEDIUM,Clerk#000000552,0,Standard order
82925,106941,O,30045.84,1995-08-15,4-NOT SPECIFIED,Clerk#000000400,0,Quick fox
82926,59825,F,48922.94,1996-01-24,2-HIGH,Clerk#000000185,0,Deliver ASAP
82927,134965,O,23611.55,1994-10-22,4-NOT SPECIFIED,Clerk#000000022,0,Quick fox
82928,54552,P,39396.97,1995-01-13,3-MEDIUM,Clerk#000000018,0,Check address
82929,104670,P,16088.1,1993-04-10,2-HIGH,Clerk#000000942,0,Deliver ASAP
82930,32744,O,42904.8,1993-11-15,3-MEDIUM,Clerk#000000901,0,Standard order
82931,27327,P,46976.75,1992-02-18,4-NOT SPECIFIED,Clerk#000000753,0,Check address
82932,135501,O,11640.86,1992-07-08,3-MEDIUM,Clerk#000000313,0,Lazy dog
82933,20448,O,43768.71,1998-04-23,1-URGENT,Clerk#000000951,0,Lazy dog
82934,28032,P,40672.63,1998-12-22,1-URGENT,Clerk#000000295,0,Standard order
82935,48843,P,14203.61,1994-02-02,3-MEDIUM,Clerk#000000965,0,Quick fox
82936,127104,P,37197.78,1998-09-14,2-HIGH,Clerk#000000791,0,Lorem ipsum
82937,113777,F,29822.78,1992-03-23,4-NOT SPECIFIED,Clerk#000000175,0,Standard order
82938,123946,F,25520.58,1997-03-05,2-HIGH,Clerk#000000745,0,Deliver ASAP
82939,68097,F,26881.28,1997-11-07,2-HIGH,Clerk#000000588,0,Quick fox
82940,37952,O,37310.16,1992-08-12,1-URGENT,Clerk#000000452,0,Lazy dog
82941,23772,P,18156.5,1995-09-18,1-URGENT,Clerk#000000207,0,Lorem ipsum
82942,84552,O,25943.08,1998-03-11,1-URGENT,Clerk#000000338,0,Check address
82943,36367,F,22745.65,1994-03-31,2-HIGH,Clerk#000000228,0,Deliver ASAP
82944,60229,O,38617.93,1994-12-04,3-MEDIUM,Clerk#000000247,0,Lorem ipsum
82945,43414,O,35406.66,1994-12-29,1-URGENT,Clerk#000000395,0,Check address
82946,36244,O,22009.3,1995-10-04,4-NOT SPECIFIED,Clerk#000000896,0,Check address
82947,62404,P,25128.94,1995-09-24,3-MEDIUM,Clerk#000000630,0,Check address
82948,123386,P,40853.2,1992-07-09,4-NOT SPECIFIED,Clerk#000000163,0,Standard order
82949,102189,P,27289.03,1993-10-29,3-MEDIUM,Clerk#000000934,0,Deliver ASAP
82950,134736,O,29198.1,1998-04-16,1-URGENT,Clerk#000000379,0,Lorem ipsum
82951,57919,O,47634.6,1995-05-07,4-NOT SPECIFIED,Clerk#000000258,0,Lorem ipsum
82952,46941,P,7551.16,1994-12-03,1-URGENT,Clerk#000000249,0,Lorem ipsum
82953,30471,F,26782.85,1998-01-01,1-URGENT,Clerk#000000373,0,Quick fox
82954,64823,F,19067.44,1995-08-08,3-MEDIUM,Clerk#000000669,0,Standard order
82955,7557,F,7444.18,1992-08-03,3-MEDIUM,Clerk#000000020,0,Lorem ipsum
82956,76641,P,30161.41,1994-02-04,1-URGENT,Clerk#000000689,0,Deliver ASAP
82957,31592,P,1703.39,1993-04-03,3-MEDIUM,Clerk#000000715,0,Check address
82958,132806,F,33379.0,1997-12-17,4-NOT SPECIFIED,Clerk#000000371,0,Standard order
82959,39048,F,13995.17,1997-05-14,3-MEDIUM,Clerk#000000869,0,Standard order
82960,70322,F,8316.0,1993-07-20,2-HIGH,Clerk#000000207,0,Lazy dog
82961,111478,F,31304.66,1992-10-16,4-NOT SPECIFIED,Clerk#000000201,0,Lazy dog
82962,125746,O,16164.42,1996-12-14,1-URGENT,Clerk#000000893,0,Lazy dog
82963,93280,O,19645.13,1994-05-26,1-URGENT,Clerk#000000632,0,Deliver ASAP
82964,47267,O,35777.37,1992-12-05,1-URGENT,Clerk#000000979,0,Standard order
82965,22553,F,5778.5,1995-11-13,2-HIGH,Clerk#000000044,0,Deliver ASAP
82966,95991,F,29122.26,1996-01-09,2-HIGH,Clerk#000000352,0,Lazy dog
82967,29233,F,48242.35,1992-09-22,1-URGENT,Clerk#000000793,0,Standard order
82968,70663,F,2133.22,1995-08-07,2-HIGH,Clerk#000000019,0,Lorem ipsum
82969,89589,F,11219.3,1995-04-12,4-NOT SPECIFIED,Clerk#000000707,0,Lazy dog
82970,66762,O,39997.23,1998-12-22,4-NOT SPECIFIED,Clerk#000000977,0,Standard order
82971,110386,O,42833.11,1997-01-01,2-HIGH,Clerk#000000202,0,Quick fox
82972,25030,F,21474.25,1995-12-08,1-URGENT,Clerk#000000005,0,Quick fox
82973,113334,O,8449.99,1993-11-25,3-MEDIUM,Clerk#000000184,0,Lazy dog
82974,10876,P,23745.52,1995-09-09,3-MEDIUM,Clerk#000000077,0,Lazy dog
82975,94551,F,31524.41,1995-03-07,3-MEDIUM,Clerk#000000944,0,Lorem ipsum
82976,148160,P,12351.06,1993-11-22,1-URGENT,Clerk#000000812,0,Lazy dog
82977,73159,O,4068.57,1995-09-15,4-NOT SPECIFIED,Clerk#000000849,0,Check address
82978,109155,O,11704.39,1995-07-08,2-HIGH,Clerk#000000922,0,Standard order
82979,25208,F,20708.53,1995-06-24,3-MEDIUM,Clerk#000000859,0,Deliver ASAP
82980,72551,F,20429.89,1995-09-27,4-NOT SPECIFIED,Clerk#000000728,0,Lazy dog
82981,129140,P,27490.77,1997-08-28,2-HIGH,Clerk#000000782,0,Quick fox
82982,47898,O,20681.52,1998-07-16,4-NOT SPECIFIED,Clerk#000000857,0,Lazy dog
82983,90629,P,19495.37,1993-09-03,1-URGENT,Clerk#000000066,0,Standard order
82984,104928,P,31302.23,1997-11-01,1-URGENT,Clerk#000000255,0,Check address
82985,35499,F,18112.72,1996-12-18,2-HIGH,Clerk#000000050,0,Quick fox
82986,115643,F,10050.21,1992-08-13,3-MEDIUM,Clerk#000000246,0,Check address
82987,5921,O,47342.75,1996-03-26,1-URGENT,Clerk#000000112,0,Standard order
82988,75625,P,33062.42,1998-05-11,1-URGENT,Clerk#000000522,0,Check address
82989,99474,P,8327.34,1995-08-27,3-MEDIUM,Clerk#000000572,0,Deliver ASAP
82990,124821,F,34782.61,1997-02-07,1-URGENT,Clerk#000000411,0,Lazy dog
82991,106577,P,3756.47,1993-06-10,4-NOT SPECIFIED,Clerk#000000694,0,Deliver ASAP
82992,115847,F,17194.51,1998-11-10,2-HIGH,Clerk#000000175,0,Lorem ipsum
82993,70997,P,3107.15,1993-11-17,3-MEDIUM,Clerk#000000242,0,Standard order
82994,50247,O,45478.15,1996-03-07,2-HIGH,Clerk#000000300,0,Standard order
82995,61057,F,7055.76,1994-07-16,4-NOT SPECIFIED,Clerk#000000075,0,Check address
82996,18774,O,22989.59,1997-08-15,2-HIGH,Clerk#000000531,0,Quick fox
82997,71958,P,40365.41,1992-06-04,4-NOT SPECIFIED,Clerk#000000164,0,Deliver ASAP
82998,114879,P,25630.88,1998-01-17,1-URGENT,Clerk#000000811,0,Check address
82999,79104,P,47526.99,1996-01-20,2-HIGH,Clerk#000000818,0,Lazy dog
83000,85550,O,22781.58,1995-06-21,3-MEDIUM,Clerk#000000520,0,Lazy dog
83001,39646,F,2056.49,1996-05-27,1-URGENT,Clerk#000000672,0,Lorem ipsum
83002,108717,O,6419.43,1992-08-08,1-URGENT,Clerk#000000723,0,Standard order
83003,52938,F,44317.0,1996-11-08,3-MEDIUM,Clerk#000000956,0,Standard order
83004,81740,F,29331.97,1997-11-22,4-NOT SPECIFIED,Clerk#000000388,0,Check address
83005,17389,F,3200.3,1994-04-11,3-MEDIUM,Clerk#000000546,0,Quick fox
83006,33232,F,39765.32,1992-04-01,4-NOT SPECIFIED,Clerk#000000871,0,Lazy dog
83007,9741,P,45028.2,1997-07-05,2-HIGH,Clerk#000000209,0,Deliver ASAP
83008,75247,F,26252.36,1993-10-31,1-URGENT,Clerk#000000698,0,Deliver ASAP
83009,40741,F,9500.45,1994-09-30,3-MEDIUM,Clerk#000000830,0,Lazy dog
83010,132702,F,33032.05,1993-10-29,3-MEDIUM,Clerk#000000246,0,Lorem ipsum
83011,87513,P,16908.48,1995-11-27,1-URGENT,Clerk#000000408,0,Quick fox
83012,43906,F,10127.73,1995-12-23,2-HIGH,Clerk#000000192,0,Quick fox
83013,85248,F,9398.81,1996-02-15,1-URGENT,Clerk#000000572,0,Lazy dog
83014,95925,O,39725.91,1993-07-07,3-MEDIUM,Clerk#000000593,0,Deliver ASAP
83015,89689,P,2520.5,1997-12-15,3-MEDIUM,Clerk#000000537,0,Quick fox
83016,129079,P,41562.54,1992-10-21,3-MEDIUM,Clerk#000000428,0,Check address
83017,58875,F,42984.52,1997-08-11,2-HIGH,Clerk#000000674,0,Deliver ASAP
83018,92333,P,11530.19,1994-07-13,3-MEDIUM,Clerk#000000897,0,Lorem ipsum
83019,87845,F,1753.1,1994-10-23,3-MEDIUM,Clerk#000000049,0,Lorem ipsum
83020,56026,P,45903.27,1994-11-03,3-MEDIUM,Clerk#000000359,0,Quick fox
83021,19286,F,29051.31,1996-10-15,1-URGENT,Clerk#000000531,0,Lazy dog
83022,146804,P,21619.92,1996-02-18,4-NOT SPECIFIED,Clerk#000000062,0,Deliver ASAP
83023,118447,F,9071.1,1992-04-17,4-NOT SPECIFIED,Clerk#000000396,0,Deliver ASAP
83024,86663,O,15819.78,1992-07-02,1-URGENT,Clerk#000000913,0,Lorem ipsum
83025,10908,P,39759.16,1997-10-04,3-MEDIUM,Clerk#000000666,0,Lorem ipsum
83026,20152,F,5958.95,1995-03-01,1-URGENT,Clerk#000000089,0,Lazy dog
83027,69084,P,3747.11,1993-03-10,2-HIGH,Clerk#000000240,0,Deliver ASAP
83028,22744,P,35743.44,1997-05-20,3-MEDIUM,Clerk#000000010,0,Quick fox
83029,47779,P,27305.8,1996-11-20,2-HIGH,Clerk#000000751,0,Check address
83030,20991,O,47964.52,1994-02-27,3-MEDIUM,Clerk#000000245,0,Lazy dog
83031,88997,F,11319.04,1995-08-05,3-MEDIUM,Clerk#000000440,0,Lorem ipsum
83032,28547,P,14151.04,1994-11-06,3-MEDIUM,Clerk#000000247,0,Quick fox
83033,22970,P,7859.03,1993-03-17,1-URGENT,Clerk#000000153,0,Lorem ipsum
83034,90390,P,31908.81,1998-10-13,2-HIGH,Clerk#000000614,0,Standard order
83035,86526,P,8518.6,1998-04-06,1-URGENT,Clerk#000000247,0,Lorem ipsum
83036,20965,P,21946.2,1997-08-22,3-MEDIUM,Clerk#000000552,0,Check address
83037,126774,P,34857.61,1997-06-23,3-MEDIUM,Clerk#000000452,0,Check address
83038,72417,F,30951.42,1994-02-25,2-HIGH,Clerk#000000186,0,Lorem ipsum
83039,131985,P,37422.16,1998-02-14,2-HIGH,Clerk#000000199,0,Standard order
83040,44730,F,17094.4,1992-06-13,1-URGENT,Clerk#000000231,0,Lorem ipsum
83041,80058,P,44093.08,1993-04-28,2-HIGH,Clerk#000000613,0,Lorem ipsum
83042,40341,F,46468.25,1994-05-29,1-URGENT,Clerk#000000388,0,Deliver ASAP
83043,101709,O,21872.97,1996-12-28,3-MEDIUM,Clerk#000000025,0,Standard order
83044,41151,O,30552.52,1998-07-03,1-URGENT,Clerk#000000689,0,Quick fox
83045,101451,P,27779.14,1994-08-24,3-MEDIUM,Clerk#000000905,0,Deliver ASAP
83046,56002,P,41732.08,1994-11-14,2-HIGH,Clerk#000000011,0,Lorem ipsum
83047,69861,F,27458.22,1994-07-10,2-HIGH,Clerk#000000477,0,Check address
83048,65454,P,19577.73,1994-05-01,4-NOT SPECIFIED,Clerk#000000620,0,Standard order
83049,17560,P,1935.2,1997-03-23,3-MEDIUM,Clerk#000000439,0,Standard order
83050,62150,O,49073.26,1995-10-05,4-NOT SPECIFIED,Clerk#000000019,0,Check address
83051,125920,P,25122.03,1996-08-19,4-NOT SPECIFIED,Clerk#000000814,0,Standard order
83052,138217,O,14467.32,1996-06-09,1-URGENT,Clerk#000000111,0,Quick fox
83053,147891,O,45531.05,1997-12-14,1-URGENT,Clerk#000000871,0,Quick fox
83054,7779,P,49294.84,1998-05-19,1-URGENT,Clerk#000000960,0,Check address
83055,14590,O,39143.61,1996-12-29,2-HIGH,Clerk#000000759,0,Quick fox
83056,120013,F,27899.09,1995-10-17,4-NOT SPECIFIED,Clerk#000000810,0,Quick fox
83057,66524,P,40866.44,1997-06-30,1-URGENT,Clerk#000000794,0,Quick fox
83058,39274,F,9316.71,1996-07-18,3-MEDIUM,Clerk#000000828,0,Check address
83059,75642,O,15787.98,1992-04-08,1-URGENT,Clerk#000000498,0,Quick fox
83060,93438,P,15192.66,1994-04-03,4-NOT SPECIFIED,Clerk#000000568,0,Lazy dog
83061,82206,P,4105.52,1996-10-04,3-MEDIUM,Clerk#000000877,0,Lazy dog
83062,36808,O,29688.11,1992-05-18,2-HIGH,Clerk#000000297,0,Lazy dog
83063,122235,P,42761.56,1996-04-02,2-HIGH,Clerk#000000966,0,Standard order
83064,126478,P,21529.64,1993-02-17,3-MEDIUM,Clerk#000000593,0,Standard order
83065,13020,P,16249.37,1994-01-11,2-HIGH,Clerk#000000550,0,Standard order
83066,45730,F,8503.95,1994-07-27,2-HIGH,Clerk#000000820,0,Check address
83067,95448,O,23757.55,1996-04-16,2-HIGH,Clerk#000000706,0,Deliver ASAP
83068,1435,O,36827.65,1994-10-29,1-URGENT,Clerk#000000405,0,Check address
83069,19595,P,7032.01,1992-02-12,2-HIGH,Clerk#000000449,0,Lazy dog
83070,11126,O,34634.59,1993-08-06,4-NOT SPECIFIED,Clerk#000000104,0,Deliver ASAP
83071,122656,P,15336.85,1996-06-23,1-URGENT,Clerk#000000092,0,Standard order
83072,115253,P,11045.38,1993-08-14,4-NOT SPECIFIED,Clerk#000000416,0,Quick fox
83073,145043,F,20391.53,1995-11-26,3-MEDIUM,Clerk#000000476,0,Quick fox
83074,107086,F,30089.03,1997-10-27,4-NOT SPECIFIED,Clerk#000000865,0,Quick fox
83075,88659,F,18901.05,1992-02-26,2-HIGH,Clerk#000000994,0,Deliver ASAP
83076,15927,P,28178.83,1996-12-01,2-HIGH,Clerk#000000965,0,Lazy dog
83077,19977,O,41539.42,1997-01-24,2-HIGH,Clerk#000000095,0,Lorem ipsum
83078,10430,F,32113.86,1993-09-15,2-HIGH,Clerk#000000140,0,Lazy dog
83079,89406,F,11699.98,1992-12-04,1-URGENT,Clerk#000000158,0,Check address
83080,107379,O,19389.58,1993-07-07,3-MEDIUM,Clerk#000000830,0,Quick fox
83081,57904,F,19666.92,1992-05-11,4-NOT SPECIFIED,Clerk#000000372,0,Quick fox
83082,122672,F,35183.58,1996-03-18,4-NOT SPECIFIED,Clerk#000000027,0,Standard order
83083,42395,O,10713.2,1992-02-05,1-URGENT,Clerk#000000887,0,Deliver ASAP
83084,81207,O,4083.83,1995-06-07,1-URGENT,Clerk#000000933,0,Quick fox
83085,84295,O,8420.06,1996-08-09,1-URGENT,Clerk#000000147,0,Check address
83086,146868,P,40279.29,1998-01-23,4-NOT SPECIFIED,Clerk#000000792,0,Check address
83087,107833,P,14657.99,1993-12-28,2-HIGH,Clerk#000000206,0,Quick fox
83088,91127,F,12037.18,1998-05-07,2-HIGH,Clerk#000000110,0,Quick fox
83089,113345,O,5732.19,1995-08-25,1-URGENT,Clerk#000000833,0,Quick fox
83090,105842,F,36048.67,1993-01-18,4-NOT SPECIFIED,Clerk#000000274,0,Quick fox
83091,11208,O,1171.8,1998-01-27,4-NOT SPECIFIED,Clerk#000000668,0,Deliver ASAP
83092,45312,O,1521.55,1993-10-13,3-MEDIUM,Clerk#000000200,0,Lazy dog
83093,136237,O,12448.01,1996-08-02,4-NOT SPECIFIED,Clerk#000000560,0,Deliver ASAP
83094,32046,O,46903.35,1993-07-31,2-HIGH,Clerk#000000106,0,Standard order
83095,124130,F,31670.93,1994-03-14,3-MEDIUM,Clerk#000000337,0,Quick fox
83096,105843,F,11154.63,1995-04-27,1-URGENT,Clerk#000000141,0,Lorem ipsum
83097,97470,O,35951.38,1997-07-14,4-NOT SPECIFIED,Clerk#000000028,0,Lazy dog
83098,32324,P,17632.35,1994-12-30,1-URGENT,Clerk#000000192,0,Deliver ASAP
83099,114851,F,23285.35,1994-10-12,3-MEDIUM,Clerk#000000703,0,Quick fox
83100,80601,P,18760.53,1995-12-28,4-NOT SPECIFIED,Clerk#000000136,0,Lazy dog
83101,63322,O,22659.38,1995-11-15,2-HIGH,Clerk#000000154,0,Deliver ASAP
83102,14437,O,923.98,1995-08-08,2-HIGH,Clerk#000000231,0,Deliver ASAP
83103,66395,O,18317.25,1995-01-11,4-NOT SPECIFIED,Clerk#000000891,0,Lazy dog
83104,115259,P,469.61,1995-11-04,2-HIGH,Clerk#000000683,0,Standard order
83105,85740,O,15647.39,1994-08-11,4-NOT SPECIFIED,Clerk#000000966,0,Check address
83106,28198,O,12042.21,1997-08-17,4-NOT SPECIFIED,Clerk#000000758,0,Lorem ipsum
83107,64409,P,39771.28,1998-08-07,2-HIGH,Clerk#000000559,0,Lorem ipsum
83108,74722,P,39072.52,1997-05-03,1-URGENT,Clerk#000000280,0,Lazy dog
83109,94223,P,39044.61,1997-05-06,4-NOT SPECIFIED,Clerk#000000915,0,Quick fox
83110,9360,F,13990.9,1998-07-10,4-NOT SPECIFIED,Clerk#000000714,0,Quick fox
83111,88346,P,34005.25,1995-05-28,4-NOT SPECIFIED,Clerk#000000128,0,Lazy dog
83112,142063,P,5410.43,1998-09-16,3-MEDIUM,Clerk#000000137,0,Quick fox
83113,68903,P,14134.42,1996-08-25,2-HIGH,Clerk#000000607,0,Lazy dog
83114,54713,F,43355.05,1998-09-21,2-HIGH,Clerk#000000678,0,Lorem ipsum
83115,30591,O,33119.65,1998-03-06,4-NOT SPECIFIED,Clerk#000000636,0,Deliver ASAP
83116,31104,P,18823.13,1994-04-15,1-URGENT,Clerk#000000349,0,Check address
83117,106543,O,37167.49,1998-10-31,4-NOT SPECIFIED,Clerk#000000941,0,Standard order
83118,48602,F,5250.52,1997-12-16,4-NOT SPECIFIED,Clerk#000000008,0,Lazy dog
83119,123484,F,16840.1,1992-03-11,1-URGENT,Clerk#000000227,0,Quick fox
83120,85681,F,29602.2,1997-12-04,3-MEDIUM,Clerk#000000936,0,Quick fox
83121,122021,O,37020.57,1998-06-12,2-HIGH,Clerk#000000349,0,Lazy dog
83122,94500,O,9836.54,1997-12-02,2-HIGH,Clerk#000000897,0,Lorem ipsum
83123,109112,P,15499.3,1996-03-14,4-NOT SPECIFIED,Clerk#000000510,0,Lorem ipsum
83124,98098,O,25307.7,1992-12-21,1-URGENT,Clerk#000000552,0,Lazy dog
83125,5026,F,20853.38,1994-10-05,3-MEDIUM,Clerk#000000731,0,Check address
83126,31008,P,48829.82,1996-07-16,3-MEDIUM,Clerk#000000985,0,Deliver ASAP
83127,123084,O,3768.26,1998-08-17,2-HIGH,Clerk#000000007,0,Check address
83128,141001,O,49417.91,1998-08-22,1-URGENT,Clerk#000000771,0,Lorem ipsum
83129,72747,P,2115.27,1992-02-29,3-MEDIUM,Clerk#000000353,0,Check address
83130,84994,P,41844.11,1996-12-23,4-NOT SPECIFIED,Clerk#000000292,0,Quick fox
83131,97213,O,3189.92,1992-10-24,3-MEDIUM,Clerk#000000750,0,Standard order
83132,9428,P,39517.08,1998-04-14,2-HIGH,Clerk#000000170,0,Check address
83133,96938,P,41838.38,1997-04-12,3-MEDIUM,Clerk#000000790,0,Deliver ASAP
83134,20623,O,40413.11,1993-08-24,1-URGENT,Clerk#000000886,0,Lorem ipsum
83135,100445,P,5667.06,1994-11-28,4-NOT SPECIFIED,Clerk#000000608,0,Lorem ipsum
83136,115082,F,36874.29,1997-02-10,3-MEDIUM,Clerk#000000026,0,Standard order
83137,148920,O,6665.09,1996-06-03,3-MEDIUM,Clerk#000000824,0,Quick fox
83138,18682,F,16133.13,1995-12-11,3-MEDIUM,Clerk#000000971,0,Lorem ipsum
83139,13929,F,28728.33,1998-09-18,3-MEDIUM,Clerk#000000390,0,Standard order
83140,84794,F,21944.48,1994-10-17,3-MEDIUM,Clerk#000000446,0,Deliver ASAP
83141,19686,F,41427.55,1995-07-31,1-URGENT,Clerk#000000805,0,Check address
83142,12757,F,23768.21,1993-04-23,2-HIGH,Clerk#000000361,0,Lazy dog
83143,119276,O,19730.73,1992-11-15,4-NOT SPECIFIED,Clerk#000000348,0,Standard order
83144,100460,O,11747.22,1997-07-17,3-MEDIUM,Clerk#000000608,0,Standard order
83145,67716,F,39161.35,1992-05-08,3-MEDIUM,Clerk#000000715,0,Standard order
83146,17486,P,49780.29,1996-10-24,4-NOT SPECIFIED,Clerk#000000767,0,Lorem ipsum
83147,86888,P,38712.88,1992-06-29,2-HIGH,Clerk#000000777,0,Lazy dog
83148,147296,P,49556.67,1993-10-29,2-HIGH,Clerk#000000088,0,Deliver ASAP
83149,32722,O,2653.51,1998-06-25,2-HIGH,Clerk#000000449,0,Lorem ipsum
83150,97102,O,33070.05,1996-06-12,2-HIGH,Clerk#000000588,0,Quick fox
83151,99300,F,33251.02,1994-04-09,3-MEDIUM,Clerk#000000222,0,Standard order
83152,16911,O,12405.79,1995-07-19,2-HIGH,Clerk#000000961,0,Quick fox
83153,145884,O,41086.44,1995-05-10,1-URGENT,Clerk#000000737,0,Lorem ipsum
83154,56307,O,15470.42,1998-05-17,2-HIGH,Clerk#000000668,0,Lorem ipsum
83155,5158,P,12810.66,1998-04-06,1-URGENT,Clerk#000000047,0,Quick fox
83156,42645,P,17619.58,1996-05-12,1-URGENT,Clerk#000000257,0,Lazy dog
83157,10250,O,3238.57,1998-11-03,3-MEDIUM,Clerk#000000882,0,Standard order
83158,65636,P,21788.68,1992-06-01,1-URGENT,Clerk#000000812,0,Quick fox
83159,124297,F,11094.89,1995-01-23,2-HIGH,Clerk#000000457,0,Deliver ASAP
83160,75690,F,32978.87,1995-04-05,2-HIGH,Clerk#000000256,0,Standard order
83161,73829,P,19755.05,1996-03-26,4-NOT SPECIFIED,Clerk#000000289,0,Quick fox
83162,130960,F,34271.7,1998-11-30,1-URGENT,Clerk#000000235,0,Standard order
83163,56683,O,31950.79,1996-08-30,3-MEDIUM,Clerk#000000878,0,Check address
83164,72984,P,49976.11,1994-04-05,3-MEDIUM,Clerk#000000849,0,Lazy dog
83165,134148,P,28683.87,1998-03-23,4-NOT SPECIFIED,Clerk#000000684,0,Standard order
83166,90028,F,30570.52,1997-03-30,1-URGENT,Clerk#000000749,0,Check address
83167,122486,P,46447.86,1994-12-23,2-HIGH,Clerk#000000843,0,Deliver ASAP
83168,149546,O,41544.32,1997-04-25,3-MEDIUM,Clerk#000000228,0,Quick fox
83169,137235,O,12506.41,1996-01-25,3-MEDIUM,Clerk#000000964,0,Quick fox
83170,101268,F,40730.2,1993-04-01,3-MEDIUM,Clerk#000000267,0,Deliver ASAP
83171,5532,O,7165.34,1993-10-23,4-NOT SPECIFIED,Clerk#000000256,0,Standard order
83172,3608,F,45583.95,1992-08-03,2-HIGH,Clerk#000000063,0,Deliver ASAP
83173,16347,F,25383.95,1997-09-12,1-URGENT,Clerk#000000390,0,Standard order
83174,77036,F,11878.61,1996-03-21,1-URGENT,Clerk#000000881,0,Check address
83175,147202,F,13649.54,1996-07-30,4-NOT SPECIFIED,Clerk#000000435,0,Deliver ASAP
